Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Harnpornchai, N., Chakpitak, N., Chandarasupsang, T., Chaikijkosi, T.-A., Dahal, K.",Dynamic adjustment of age distribution in human resource management by genetic algorithms,2007,"2007 IEEE Congress on Evolutionary Computation, CEC 2007",,,4424611,1234,1239,2,10.1109/CEC.2007.4424611,https://www.scopus.com/inward/record.url?eid=2-s2.0-79955301302&partnerID=40&md5=2dd29f4f70267292758914ee0df66184,Conference Paper,Final,,Scopus,2-s2.0-79955301302
"Konrad, A.M.",The effectiveness of human resource management practices for promoting women's careers,2007,Handbook on Women in Business and Management,,,,254,276,15,,https://www.scopus.com/inward/record.url?eid=2-s2.0-78049476865&partnerID=40&md5=12c79c9f89758eb70d1a8abc310f9388,Book Chapter,Final,,Scopus,2-s2.0-78049476865
"Godelier, É.",Population pyramid and human resources management | Pyramide des âges et gestion des ressources humaines,2007,Vingtieme Siecle: Revue d'Histoire,95,3,,127,142,1,10.3917/ving.095.0127,https://www.scopus.com/inward/record.url?eid=2-s2.0-77950015096&partnerID=40&md5=7ba4e596981afeb5b78f9a873a136d5e,Review,Final,,Scopus,2-s2.0-77950015096
"Weaven, S., Herington, C.",Factors influencing governance choice and human resource management within services franchising networks,2007,Journal of Management and Organization,13,2,,126,144,26,10.5172/jmo.2007.13.2.126,https://www.scopus.com/inward/record.url?eid=2-s2.0-75149171606&partnerID=40&md5=54bd75cc25ba3c22a5d43ea2f614a4da,Article,Final,,Scopus,2-s2.0-75149171606
"Roy, N.",KaliLab™ contribution in documentary management and control of human resources | Apport de KaliLab™ dans la gestion documentaire et dans la maîtrise des ressources humaines,2007,Bio Tribune Magazine,25,1,,10,11,,10.1007/BF03010386,https://www.scopus.com/inward/record.url?eid=2-s2.0-73449095457&partnerID=40&md5=459043b6ef2b56ee5e793cb2f997b403,Article,Final,,Scopus,2-s2.0-73449095457
"Konstantopoulos, N., Alexopoulos, A.B.",The human resource management in dry-bulk shipping,2007,AIP Conference Proceedings,963,2,,1102,1105,,10.1063/1.2835936,https://www.scopus.com/inward/record.url?eid=2-s2.0-71449089726&partnerID=40&md5=9cc0aec3befceb0212fab76953a17409,Conference Paper,Final,,Scopus,2-s2.0-71449089726
"Selden, S.C., Jacobson, W.","Government's largest investment human resource management in states, counties, and cities",2007,In Pursuit of Performance: Management Systems in State and Local Government,,,,82,116,15,,https://www.scopus.com/inward/record.url?eid=2-s2.0-70349204410&partnerID=40&md5=b7324db38fc921f3f140e1a30a1302c8,Book Chapter,Final,,Scopus,2-s2.0-70349204410
"Bondarouk, T.V., Ruël, H.",Human resource management via the web: Opportunities and threats,2007,"Webist 2007 - 3rd International Conference on Web Information Systems and Technologies, Proceedings",SEBEG,EL/-,,179,187,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-67649969554&partnerID=40&md5=065c8f8e2086a3b35446d714b1bf6873,Conference Paper,Final,,Scopus,2-s2.0-67649969554
"Kim, J.-H., Cho, H.-H., Lee, U.-K., Kang, K.-I.",Development of a hybrid device based on infrared and ultrasonic sensors for human resource management,2007,Automation and Robotics in Construction - Proceedings of the 24th International Symposium on Automation and Robotics in Construction,,,,111,115,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-58949090875&partnerID=40&md5=109afe6579fb7aefd79bf9665ed37ca1,Conference Paper,Final,,Scopus,2-s2.0-58949090875
"Bellou, V.",Shaping psychological contracts in the public and private sectors: A human resources management perspective,2007,International Public Management Journal,10,3,,327,349,16,10.1080/10967490701515515,https://www.scopus.com/inward/record.url?eid=2-s2.0-48749089375&partnerID=40&md5=83705bae66f6deaf841e9ff75cd2fa0c,Article,Final,,Scopus,2-s2.0-48749089375
"Barry, M.-L., Du Plessis, Y.",Emotional intelligence: A crucial human resource management ability for engineering project managers in the 21<sup>st</sup> century,2007,IEEE AFRICON Conference,,,4401530,,,5,10.1109/AFRCON.2007.4401530,https://www.scopus.com/inward/record.url?eid=2-s2.0-48649084212&partnerID=40&md5=db1953466308f70c4014d99e0c98e3d7,Conference Paper,Final,,Scopus,2-s2.0-48649084212
"He, Y.-G., Zhao, Y.",Evaluation and warning of human resource management risk based on fuzzy theory,2007,Journal of Beijing Institute of Technology (English Edition),16,SUPPL.,,65,69,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-42349117581&partnerID=40&md5=0b5932df45663f2ffcfd0a50bb26a441,Article,Final,,Scopus,2-s2.0-42349117581
"Kulper, T.",Beyond management consultation: Partnering with human resources for organizational effectiveness,2007,Journal of Workplace Behavioral Health,22,3-Feb,,75,90,1,10.1300/J490v22n02_06,https://www.scopus.com/inward/record.url?eid=2-s2.0-39749182386&partnerID=40&md5=65fdc939bcd1652c4cfaea0847959a6c,Article,Final,,Scopus,2-s2.0-39749182386
"?iarniene, R., Sakalas, A., Vienažindiene, M.",Strategic human resources management: Changes in the context of new public management,2007,Transformations in Business and Economics,6,2 SUPPL. A,,144,164,10,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38949217321&partnerID=40&md5=a3c53ff45c2955972c8c22d1d3c0631a,Article,Final,,Scopus,2-s2.0-38949217321
"Xie, X., Li, J., Yu, Q.",The design and realization of human resources management in the CSCD based on agent,2007,"2007 International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2007",,,4340879,4473,4476,,10.1109/WICOM.2007.1104,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049041612&partnerID=40&md5=df4b214675635038bb5aa0f177da20e5,Conference Paper,Final,,Scopus,2-s2.0-38049041612
"Myloni, B., Harzing, A.-W., Mirza, H.",The effect of corporate-level organizational factors on the transfer of human resource management practices: European and US MNCs and their Greek subsidiaries,2007,International Journal of Human Resource Management,18,12,,2057,2074,40,10.1080/09585190701695226,https://www.scopus.com/inward/record.url?eid=2-s2.0-37049030194&partnerID=40&md5=445d18e8f89075958a106a88bbe7587b,Article,Final,,Scopus,2-s2.0-37049030194
"De Cieri, H., Cox, J.W., Fenwick, M.","A review of international human resource management: Integration, interrogation, imitation",2007,International Journal of Management Reviews,9,4,,281,302,72,10.1111/j.1468-2370.2007.00211.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-36549061029&partnerID=40&md5=5c112d5d25220517ae2786c491c2982b,Review,Final,,Scopus,2-s2.0-36549061029
"Sutiyono, W.",Human resource management in state-owned and private enterprises in Indonesia,2007,Bulletin of Indonesian Economic Studies,43,3,,377,394,6,10.1080/00074910701727621,https://www.scopus.com/inward/record.url?eid=2-s2.0-36048962718&partnerID=40&md5=c6a6e19f7ecb967a609865239fd20bdc,Article,Final,,Scopus,2-s2.0-36048962718
"Harris, M.M.",Handbook of research in international human resource management,2007,Handbook of Research in International Human Resource Management,,,,1,271,2,10.4324/9780203809785,https://www.scopus.com/inward/record.url?eid=2-s2.0-85083021597&partnerID=40&md5=b6e3d70b20ecfae0f90c322f9d99af39,Book,Final,,Scopus,2-s2.0-85083021597
"Gephart, R.P., Richardson, J.",Qualitative research methodologies and international human resource management,2007,Handbook of Research in International Human Resource Management,,,,29,52,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84986282054&partnerID=40&md5=f0d46e3a6093091bff1dd3d80ab4e47b,Book Chapter,Final,,Scopus,2-s2.0-84986282054
"Chan, D.",Methodological issues in international human resource management research,2007,Handbook of Research in International Human Resource Management,,,,53,75,6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84920784707&partnerID=40&md5=92d9a935ae471096cde62216e5520247,Book Chapter,Final,,Scopus,2-s2.0-84920784707
"Minbaeva, D.B., Hutchings, K., Bruce Thomson, S.",Hybrid human resource management in post-Soviet Kazakhstan,2007,European Journal of International Management,1,4,,350,371,14,10.1504/ejim.2007.015656,https://www.scopus.com/inward/record.url?eid=2-s2.0-85016434068&partnerID=40&md5=d3eedd6c4a827a9d65d6f15f2301ed8f,Article,Final,,Scopus,2-s2.0-85016434068
"Taplin, R.",Outsourcing and human resource management: An introduction and comparative overview,2007,Outsourcing and Human Resource Management: An International Survey,,,,1,25,,10.4324/9780203933954,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911181040&partnerID=40&md5=825382807bb259118b2b9f4cca147f14,Editorial,Final,,Scopus,2-s2.0-84911181040
"Taplin, R.",Outsourcing and human resource management: An international survey,2007,Outsourcing and Human Resource Management: An International Survey,,,,1,244,2,10.4324/9780203933954,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911015496&partnerID=40&md5=2fa4b04ed2f42cf0298ad1ee5215d57c,Book,Final,,Scopus,2-s2.0-84911015496
"Morgan, S.J.",Human resource management and employee engagement,2007,Outsourcing and Human Resource Management: An International Survey,,,,26,56,2,10.4324/9780203933954,https://www.scopus.com/inward/record.url?eid=2-s2.0-84889388536&partnerID=40&md5=76e241ee2700b94ab5ff43c388aefd5f,Book Chapter,Final,,Scopus,2-s2.0-84889388536
"Scullion, H., Collings, D.G., Gunnigle, P.",International human resource management in the 21st century: Emerging themes and contemporary debates,2007,Human Resource Management Journal,17,4,,309,319,90,10.1111/j.1748-8583.2007.00047.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-35649010417&partnerID=40&md5=677480850d94e1198ee0483e7182da1e,Article,Final,,Scopus,2-s2.0-35649010417
"Taylor, S.",Creating social capital in MNCs: The international human resource management challenge,2007,Human Resource Management Journal,17,4,,336,354,56,10.1111/j.1748-8583.2007.00049.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-35648946342&partnerID=40&md5=8952ecbd91b72fb97222846d6fdbbdc9,Article,Final,,Scopus,2-s2.0-35648946342
"Liu, Y., Combs, J.G., Ketchen Jr., D.J., Ireland, R.D.",The value of human resource management for organizational performance,2007,Business Horizons,50,6,,503,511,68,10.1016/j.bushor.2007.07.002,https://www.scopus.com/inward/record.url?eid=2-s2.0-34948858965&partnerID=40&md5=f86341db1790dbb8106316e113e0df91,Article,Final,,Scopus,2-s2.0-34948858965
"Björkman, I., Budhwar, P.",When in Rome ... ?: Human resource management and the performance of foreign firms operating in India,2007,Employee Relations,29,6,,595,610,64,10.1108/01425450710826104,https://www.scopus.com/inward/record.url?eid=2-s2.0-35548934204&partnerID=40&md5=88bca31131161d471457c52ebd9d1389,Article,Final,,Scopus,2-s2.0-35548934204
"Figler, R.A., Ash, S.R.",Derived demand and human resource management: An important linkage in organizational strategy,2007,European Journal of Social Sciences,5,3,,88,95,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38349123826&partnerID=40&md5=9c57a63c0be3a4368c071bb8327d3957,Article,Final,,Scopus,2-s2.0-38349123826
"de Ruyter, A.",Erratum: Should I stay or should I go? Agency nursing work in the UK (International Journal of Human Resource Management (2007) vol. 18(9) (1666-1682)),2007,International Journal of Human Resource Management,18,10,,1881,,,10.1080/09585190701726484,https://www.scopus.com/inward/record.url?eid=2-s2.0-35548967473&partnerID=40&md5=bfe625257a7e673ff03d0467ee4587bf,Erratum,Final,,Scopus,2-s2.0-35548967473
"Ghebregiorgis, F., Karsten, L.",Employee reactions to human resource management and performance in a developing country: Evidence from Eritrea,2007,Personnel Review,36,5,,722,738,14,10.1108/00483480710774016,https://www.scopus.com/inward/record.url?eid=2-s2.0-34548285797&partnerID=40&md5=df545298a5531e61a9060c361ef870de,Article,Final,,Scopus,2-s2.0-34548285797
"Abe, M., Hoshi, T.",Corporate Finance and Human Resource Management in Japan 1,2007,Corporate Governance in Japan: Institutional Change and Organizational Diversity,,,,,,22,10.1093/acprof:oso/9780199284511.003.0009,https://www.scopus.com/inward/record.url?eid=2-s2.0-84920076614&partnerID=40&md5=3720dcebb894ee82f56d9d3d1d8105c7,Book Chapter,Final,,Scopus,2-s2.0-84920076614
"Chang, Z., Liu, L.",Human resources management early-warning system using fuzzy decision tree based on fuzzy ID3 algorithm,2007,Journal of Information and Computational Science,4,3,,927,935,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-42549168485&partnerID=40&md5=4ae33cd670741f9262d0cbad3cfd761b,Article,Final,,Scopus,2-s2.0-42549168485
"Entwistle, T., Marinetto, M., Ashworth, R.","Introduction: New Labour, the new public management and changing forms of human resource management",2007,International Journal of Human Resource Management,18,9,,1569,1574,7,10.1080/09585190701570502,https://www.scopus.com/inward/record.url?eid=2-s2.0-34748870804&partnerID=40&md5=b656d26494f540685c74512426965c7c,Editorial,Final,,Scopus,2-s2.0-34748870804
"Kaplan, D.M., Lerouge, C.",Managing on the edge of change: Human resource management of information technology employees,2007,Human Resource Management,46,3,,325,330,14,10.1002/hrm.20166,https://www.scopus.com/inward/record.url?eid=2-s2.0-34748823587&partnerID=40&md5=583c3c21f944f592c86e79f9a0d64b19,Review,Final,,Scopus,2-s2.0-34748823587
"Friedman, B.A.",Globalization implications for human resource management roles,2007,Employee Responsibilities and Rights Journal,19,3,,157,171,29,10.1007/s10672-007-9043-1,https://www.scopus.com/inward/record.url?eid=2-s2.0-34648820623&partnerID=40&md5=0c65646166a4d30cd9eeb363ea32f0da,Conference Paper,Final,,Scopus,2-s2.0-34648820623
"Saidi Mehrabad, M., Fathian Brojeny, M.",The development of an expert system for effective selection and appointment of the jobs applicants in human resource management,2007,Computers and Industrial Engineering,53,2,,306,312,41,10.1016/j.cie.2007.06.023,https://www.scopus.com/inward/record.url?eid=2-s2.0-34548274010&partnerID=40&md5=1f0e3465f236a7ddc0ab70cd2ac2181a,Article,Final,,Scopus,2-s2.0-34548274010
"Wood, J.L., Schmidtke, J.M., Decker, D.L.","Lying on job applications: The effects of job relevance, commission, and human resource management experience",2007,Journal of Business and Psychology,22,1,,1,9,19,10.1007/s10869-007-9048-7,https://www.scopus.com/inward/record.url?eid=2-s2.0-34548151189&partnerID=40&md5=80c60e6ef0ede1e30016aa695d3a7472,Article,Final,,Scopus,2-s2.0-34548151189
"Harris, C., Cortvriend, P., Hyde, P.",Human resource management and performance in healthcare organisations,2007,"Journal of Health, Organisation and Management",21,5-Apr,,448,459,41,10.1108/14777260710778961,https://www.scopus.com/inward/record.url?eid=2-s2.0-34548287924&partnerID=40&md5=4e4ad1405b185f09bab3e60e704a0473,Article,Final,,Scopus,2-s2.0-34548287924
"Harris, L.",Human resource management in the extended organization,2007,Food Supply Chain Management: Issues for the hospitality and retail sectors,,,,187,203,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85071759729&partnerID=40&md5=7d4a8834fa037475be785de071f4c757,Book Chapter,Final,,Scopus,2-s2.0-85071759729
"Davila, A., Elvira, M.M.",Best human resource management practices in Latin America,2007,International Journal of Manpower,28,5,,,,,10.1108/ijm.2007.01628eaa.001,https://www.scopus.com/inward/record.url?eid=2-s2.0-84986133620&partnerID=40&md5=87ad1aff9236df462588af7b1f07b27d,Article,Final,,Scopus,2-s2.0-84986133620
"Stavrou, E.T., Charalambous, C., Spiliotis, S.",Human resource management and performance: A neural network analysis,2007,European Journal of Operational Research,181,1,,453,467,41,10.1016/j.ejor.2006.06.006,https://www.scopus.com/inward/record.url?eid=2-s2.0-33847333802&partnerID=40&md5=ae3788473669effc966c6677eed3cf82,Article,Final,,Scopus,2-s2.0-33847333802
